frame,t,mode,fps,L_body_x,L_body_y,L_body_z,R_body_x,R_body_y,R_body_z,L_tgt_x,R_tgt_x
1369,105.210,single_2d,13.0,0.0923,0.0000,-0.4593,-0.2226,0.0000,-0.4292,-0.0000,-0.0000
1370,105.235,single_2d,13.0,0.0967,-0.0000,-0.4606,-0.2387,-0.0000,-0.4200,-0.0000,-0.0000
1371,105.403,single_2d,13.0,0.1030,0.0000,-0.4631,-0.2526,-0.0000,-0.4112,-0.0000,-0.0000
1372,105.426,single_2d,13.0,0.1071,0.0000,-0.4636,-0.2652,-0.0000,-0.4033,-0.0000,-0.0000
1373,105.452,single_2d,13.0,0.1095,-0.0000,-0.4649,-0.2757,-0.0000,-0.3941,-0.0000,-0.0000
1374,105.622,single_2d,13.0,0.1112,-0.0000,-0.4665,-0.2858,-0.0000,-0.3841,-0.0000,-0.0000
1375,105.645,single_2d,13.0,0.1112,0.0000,-0.4663,-0.2935,-0.0000,-0.3735,-0.0000,-0.0000
1376,105.676,single_2d,13.0,0.1056,-0.0000,-0.4645,-0.2968,0.0000,-0.3634,-0.0000,-0.0000
1377,105.847,single_2d,13.0,0.0972,0.0000,-0.4616,-0.2987,0.0000,-0.3538,-0.0000,-0.0000
1378,105.871,single_2d,13.0,0.0875,-0.0000,-0.4558,-0.2969,0.0000,-0.3447,-0.0000,-0.0000
1379,105.896,single_2d,13.0,0.0606,-0.0000,-0.4462,-0.2927,-0.0000,-0.3281,-0.0000,-0.0000
1380,106.059,single_2d,13.0,0.0344,0.0000,-0.4342,-0.2877,0.0000,-0.3118,-0.0000,-0.0000
1381,106.083,single_2d,13.0,0.0103,-0.0000,-0.4222,-0.2822,0.0000,-0.2966,-0.0000,-0.0000
1382,106.108,single_2d,13.0,-0.0260,0.0000,-0.4033,-0.2736,0.0000,-0.2818,-0.0000,-0.0000
1383,106.279,single_2d,13.0,-0.0597,0.0000,-0.3809,-0.2636,0.0000,-0.2664,-0.0000,-0.0000
1384,106.303,single_2d,13.0,-0.0933,0.0000,-0.3516,-0.2492,-0.0000,-0.2520,-0.0000,-0.0000
1385,106.328,single_2d,13.0,-0.1206,-0.0000,-0.3198,-0.2337,0.0000,-0.2355,-0.0000,-0.0000
1386,106.489,single_2d,13.0,-0.1428,-0.0000,-0.2876,-0.2314,-0.0000,-0.2054,-0.0000,-0.0000
1387,106.513,single_2d,13.0,-0.1572,-0.0000,-0.2593,-0.2217,0.0000,-0.1854,-0.0000,-0.0000
1388,106.542,single_2d,13.0,-0.1666,-0.0000,-0.2234,-0.2120,-0.0000,-0.1670,-0.0000,-0.0000
1389,106.713,single_2d,13.0,-0.1702,-0.0000,-0.1913,-0.2019,-0.0000,-0.1512,-0.0000,-0.0000
1390,106.737,single_2d,13.0,-0.1707,0.0000,-0.1647,-0.1896,0.0000,-0.1381,-0.0000,-0.0000
1391,106.764,single_2d,13.0,-0.1688,-0.0000,-0.1397,-0.1789,0.0000,-0.1276,-0.0000,-0.0000
1392,106.931,single_2d,13.0,-0.1654,-0.0000,-0.1173,-0.1650,-0.0000,-0.1196,-0.0000,-0.0000
1393,106.966,single_2d,13.0,-0.1549,-0.0000,-0.1010,-0.1501,0.0000,-0.1137,-0.0000,-0.0000
1394,106.997,single_2d,13.0,-0.1464,0.0000,-0.0879,-0.1385,0.0000,-0.1091,-0.0000,-0.0000
1395,107.158,single_2d,13.0,-0.1339,0.0000,-0.0752,-0.1306,-0.0000,-0.1041,-0.0000,-0.0000
1396,107.183,single_2d,13.0,-0.1259,-0.0000,-0.0677,-0.1190,-0.0000,-0.1048,-0.0000,-0.0000
1397,107.213,single_2d,13.0,-0.1124,-0.0000,-0.0634,-0.1040,-0.0000,-0.1093,-0.0000,-0.0000
1398,107.381,single_2d,13.0,-0.0995,-0.0000,-0.0595,-0.0905,0.0000,-0.1142,-0.0000,-0.0000
